brand,model,price,discount,ram_DDR4,ram_DDR5,ram_lpddr4x,bit,windows,ssd(GB),hdd(GB),display,warranty_years,warranty_accidental,processor_amd_quad,processor_amd_octa,processor_amd_hexa,processor_intel
Apple,2021 MACBOOK PRO M1 PRO,183990,5.0,0.0,0.0,0.0,0.0,other,512.0,0.0,14.2,1.0,0,0,0,0,0.0
Realme,BOOK,46990,14.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Dell,INSPIRON CORE I5 11TH GEN,61990,25.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,OMEN RYZEN 5 HEXA CORE AMD R5,77990,11.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,16.1,1.0,0,0,0,5,0.0
Hp,LAPTOP WITH BACKLIT KEYBOARD CORE I3 11TH GEN,41997,18.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Apple,2022 MACBOOK AIR M2,159000,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Dell,INSPIRON RYZEN 3 DUAL CORE 3250U,39990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,RYZEN 3 DUAL CORE,33990,30.0,8.0,0.0,0.0,0.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,VIVOBOOK ULTRA RYZEN 7 OCTA CORE AMD R7,57990,31.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,7,0,0.0
Samsung,GALAXY BOOK2 CORE I5 12TH GEN,59990,25.0,0.0,0.0,8.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,ZENBOOK FLIP 13 OLED TOUCH PANEL INTEL EVO CORE I5 11TH GEN,83990,28.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,13.3,1.0,0,0,0,0,5.0
Asus,ROG STRIX G15 RYZEN 7 OCTA CORE AMD R7,76990,15.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Gigabyte,G5 GE,109990,23.65,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Hp,RYZEN 9 OCTA CORE 6900HX,154990,13.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,16.1,1.0,0,0,9,0,0.0
Hp,PAVILION INTEL CORE I5 12TH GEN,62999,13.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Dell,INSPIRON CORE I3 11TH GEN,43490,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Acer,ASPIRE 7 CORE I5 12TH GEN,64990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Hp,CORE I7 12TH GEN,201973,23.65,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,16.1,1.0,0,0,0,0,7.0
Dell,RYZEN 5 HEXA CORE AMD R5,74890,26.0,16.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Infinix,X1 SLIM SERIES CORE I7 10TH GEN,51990,25.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,7.0
Apple,2022 MACBOOK AIR M2,139000,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Hp,RYZEN 7 OCTA CORE 5700U,60990,17.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,7,0,0.0
Asus,TUF GAMING F15,100990,30.0,0.0,16.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,7.0
Asus,ROG ZEPHYRUS G15,162990,16.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Msi,GP65 LEOPARD CORE I7 10TH GEN,130990,10.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,ROG FLOW X13,171990,15.0,0.0,32.0,0.0,0.0,11.0,1024.0,0.0,13.4,1.0,0,0,9,0,0.0
Lenovo,CELERON DUAL CORE,19990,44.0,4.0,0.0,0.0,0.0,other,256.0,256.0,15.6,1.0,0,0,0,0,
Asus,ROG ZEPHYRUS G15,129990,18.0,16.0,0.0,0.0,64.0,10.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Infinix,INBOOK X1 CORE I5 10TH GEN,47999,20.0,0.0,0.0,8.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Dell,INSPIRON CORE I3 10TH GEN,45890,18.0,8.0,0.0,0.0,64.0,11.0,256.0,1024.0,15.6,1.0,0,0,0,0,3.0
Dell,RYZEN 5 HEXA CORE AMD R5,71990,25.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Acer,PREDATOR HELIOS 300 CORE I9 11TH GEN,119990,25.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,9.0
Asus,CORE I3 12TH GEN,42940,25.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Dell,RYZEN 7 OCTA CORE 6800H,206581,23.65,0.0,16.0,0.0,0.0,11.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Hp,OMEN CORE I7 11TH GEN,99999,28.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,16.1,1.0,0,0,0,0,7.0
Lenovo,IDEAPAD FLEX 5 RYZEN 5 HEXA CORE 5500U,61990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,1,0,0,5,0.0
Hp,RYZEN 3 HEXA CORE 4TH GEN,60990,10.0,8.0,0.0,0.0,0.0,10.0,512.0,0.0,15.6,1.0,0,0,0,3,0.0
Dell,INSPIRON RYZEN 5 QUAD CORE 3450U,44990,20.0,8.0,0.0,0.0,64.0,10.0,256.0,0.0,15.6,1.0,0,5,0,0,0.0
Hp,VICTUS CORE I7 12TH GEN,92090,12.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,7.0
Infinix,X1 SLIM SERIES CORE I5 10TH GEN,44990,25.0,0.0,0.0,8.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Dell,INSPIRON RYZEN 3 DUAL CORE 3250U,36680,30.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,0.0
Apple,2021 MACBOOK PRO M1 PRO,240990,7.0,0.0,0.0,0.0,0.0,other,1024.0,0.0,16.2,1.0,0,0,0,0,0.0
Samsung,GALAXY BOOK2 CORE I5 12TH GEN,59990,25.0,0.0,0.0,8.0,64.0,11.0,256.0,0.0,15.6,1.0,0,0,0,0,5.0
Lenovo,IDEAPAD GAMING 3 RYZEN 5 HEXA CORE AMD R5,65990,31.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,1,0,0,5,0.0
Msi,ALPHA 15 RYZEN 7 OCTA CORE 5800H,114990,21.0,16.0,0.0,0.0,64.0,10.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Asus,ROG ZEPHYRUS M16,241990,15.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,16.0,1.0,0,0,0,0,9.0
Apple,2022 MACBOOK AIR M2,149900,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Asus,ROG STRIX G15 ADVANTAGE EDITION WITH 90WHR BATTERY RYZEN 9 OCTA CORE 5980HX,139990,29.0,16.0,0.0,0.0,0.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Asus,VIVOBOOK K15 OLED RYZEN 5 HEXA CORE AMD R5,54990,32.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Apple,MACBOOK PRO CORE I5 8TH GEN,162990,9.0,0.0,0.0,0.0,0.0,other,512.0,0.0,13.3,1.0,0,0,0,0,5.0
Dell,INSPIRON CORE I5 11TH GEN,71149,12.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Apple,2021 MACBOOK PRO M1 PRO,239900,23.65,0.0,0.0,0.0,0.0,other,1024.0,0.0,14.2,1.0,0,0,0,0,0.0
Dell,INSPIRON CORE I7 11TH GEN,89890,16.0,16.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,0,0,7.0
Dell,VOSTRO RYZEN 5 HEXA CORE 5625U,66990,21.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,16.0,1.0,0,0,0,5,0.0
Asus,EEEBOOK 14 PENTIUM QUAD CORE,28990,29.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,14.1,1.0,0,0,0,0,
Apple,2022 MACBOOK AIR M2,139000,23.65,0.0,0.0,0.0,0.0,other,256.0,0.0,13.6,1.0,0,0,0,0,0.0
Infinix,INBOOK X1 CORE I3 10TH GEN,37999,24.0,0.0,0.0,8.0,64.0,11.0,256.0,0.0,14.0,1.0,0,0,0,0,3.0
Alienware,CORE I7 10TH GEN,269290,8.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Msi,SWORD 15 CORE I5 12TH GEN,85990,12.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Lenovo,YOGA SLIM 7 CORE I7 10TH GEN,87850,33.0,0.0,0.0,8.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,0,0,7.0
Dell,VOSTRO CORE I3 11TH GEN,42907,73.0,8.0,0.0,0.0,64.0,10.0,256.0,0.0,14.0,1.0,0,0,0,0,3.0
Asus,ROG FLOW Z13,181990,15.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,13.4,1.0,0,0,0,0,9.0
Msi,MODERN 14 CORE I3 11TH GEN,48790,12.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,0,0,3.0
Msi,GP65 LEOPARD CORE I7 10TH GEN,156090,10.0,32.0,0.0,0.0,64.0,10.0,512.0,1024.0,15.6,2.0,0,0,0,0,7.0
Hp,OMEN CORE I7 12TH GEN,155490,23.65,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,16.1,1.0,0,0,0,0,7.0
Asus,ROG ZEPHYRUS M16,304990,22.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,16.0,1.0,0,0,0,0,9.0
Acer,NITRO 5 RYZEN 5 HEXA CORE 5600H,68990,31.0,8.0,0.0,0.0,0.0,11.0,512.0,1024.0,15.6,1.0,0,0,0,5,0.0
Asus,CORE I5 11TH GEN,85990,12.0,8.0,0.0,0.0,0.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,5.0
Dell,VOSTRO CORE I3 10TH GEN,42590,22.0,8.0,0.0,0.0,64.0,11.0,256.0,1024.0,15.6,1.0,0,0,0,0,3.0
Asus,CORE I5 10TH GEN,42990,25.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,TUF GAMING F15 CORE I7 11TH GEN,98990,27.0,16.0,0.0,0.0,64.0,10.0,1024.0,0.0,15.6,1.0,0,0,0,0,7.0
Alienware,CORE I9 10TH GEN,345390,88.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Hp,VICTUS CORE I7 12TH GEN,95990,13.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,7.0
Dell,INSPIRON CORE I5 11TH GEN,78174,13.0,0.0,0.0,8.0,64.0,10.0,1024.0,0.0,13.3,1.0,0,0,0,0,5.0
Apple,2022 MACBOOK PRO M2,149000,23.65,0.0,0.0,0.0,0.0,other,256.0,0.0,13.3,1.0,0,0,0,0,0.0
Apple,2022 MACBOOK AIR M2,139490,6.0,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Hp,CORE I3 11TH GEN,43250,16.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Msi,CREATOR 15 CORE I7 10TH GEN,214990,3.0,32.0,0.0,0.0,64.0,10.0,1024.0,0.0,15.6,2.0,0,0,0,0,7.0
Asus,VIVOBOOK 15 RYZEN 3 DUAL CORE AMD R3,34990,30.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,0.0
Msi,GF65 THIN CORE I5 9TH GEN,74990,25.0,16.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Dell,INSPIRON CORE I3 12TH GEN,78145,23.65,8.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,3.0
Asus,ROG STRIX SCAR 17 SE,359990,23.65,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,17.3,1.0,0,0,0,0,9.0
Dell,CORE I3 12TH GEN,73735,23.65,8.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,3.0
Dell,INSPIRON RYZEN 7 OCTA CORE 5825U,116363,23.65,16.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,7,0,0.0
Asus,TUF GAMING A15 RYZEN 7 OCTA CORE 4800H,79990,21.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Apple,2022 MACBOOK AIR M2,137900,23.65,0.0,0.0,0.0,0.0,other,256.0,0.0,13.6,1.0,0,0,0,0,0.0
Msi,STEALTH GS66 CORE I7 12TH GEN,280490,10.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,15.6,2.0,0,0,0,0,7.0
Asus,ROG FLOW Z13,116990,35.0,0.0,16.0,0.0,0.0,11.0,512.0,0.0,13.4,1.0,0,0,0,0,5.0
Lenovo,IDEAPAD 3 CORE I3 11TH GEN,39990,35.0,8.0,0.0,0.0,64.0,11.0,256.0,0.0,15.6,2.0,0,0,0,0,3.0
Dell,ALLIENWARE CORE I9 11TH GEN,323990,25.0,32.0,0.0,0.0,64.0,11.0,1024.0,0.0,17.3,1.0,0,0,0,0,9.0
Acer,ASPIRE 5 RYZEN 5 HEXA CORE AMD RYZEN 5,55990,13.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,0,5,0.0
Dell,INSPIRON CORE I5 11TH GEN,69890,20.0,16.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,ROG ZEPHYRUS G15 RYZEN 9 OCTA CORE AMD R9,189990,22.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Asus,ROG FLOW X13,284990,16.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,13.4,1.0,0,0,7,0,0.0
Dell,G15 RYZEN 5 HEXA CORE AMD R5,72790,28.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Hp,VICTUS RYZEN 7 OCTA CORE 5800H,78990,14.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,16.1,1.0,0,0,7,0,0.0
Dell,INSPIRON CORE I3 11TH GEN,43146,24.0,8.0,0.0,0.0,64.0,10.0,256.0,0.0,15.6,1.0,0,0,0,0,3.0
Asus,ROG ZEPHYRUS M16 CORE I7 11TH GEN,124990,35.0,16.0,0.0,0.0,0.0,10.0,1024.0,0.0,16.0,1.0,0,0,0,0,7.0
Dell,VOSTRO RYZEN 5 HEXA CORE 5625U,68146,23.65,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,5,0.0
Lenovo,INTEL CORE I5 10TH GEN,79490,23.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,1,0,0,0,5.0
Asus,ROG ZEPHYRUS DUO 16,224990,24.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,16.0,1.0,0,0,7,0,0.0
Asus,ROG ZEPHYRUS DUO 16,224990,25.0,0.0,32.0,0.0,64.0,11.0,2048.0,0.0,16.0,1.0,0,0,7,0,0.0
Dell,CORE I5 11TH GEN,59390,20.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,TUF GAMING F17,114990,22.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,17.3,1.0,0,0,0,0,7.0
Asus,RYZEN 5 DUAL CORE 10TH GEN,54990,26.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,16.0,1.0,0,0,0,0,0.0
Asus,ROG STRIX G15,76490,15.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Lenovo,LEGION 5 CORE I7 10TH GEN,85490,1.0,16.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,0,0,7.0
Dell,RYZEN 7 OCTA CORE AMD R7,88490,27.0,0.0,0.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,EXPERTBOOK P2 CORE I5 10TH GEN,83990,23.65,8.0,0.0,0.0,64.0,10.0,0.0,1024.0,14.0,3.0,0,0,0,0,5.0
Asus,ROG FLOW X16,171990,25.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,16.0,1.0,0,0,7,0,0.0
Hp,VICTUS RYZEN 7 OCTA CORE 5800H,71990,16.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,16.1,1.0,0,0,7,0,0.0
Hp,ATHLON DUAL CORE 3050U,25612,19.0,4.0,0.0,0.0,0.0,other,256.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,VIVOBOOK PRO 14X OLED WITH ASUS DIALPAD RYZEN 9 OCTA CORE 5900HX,94990,36.0,8.0,0.0,0.0,64.0,10.0,1024.0,0.0,14.0,1.0,0,0,9,0,0.0
Hp,RYZEN 5 HEXA CORE 5600H,92990,14.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,16.1,1.0,0,0,0,5,0.0
Dell,INSPIRON CORE I5 11TH GEN,71900,22.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Asus,RYZEN 7 DUAL CORE 10TH GEN,96085,32.0,0.0,16.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,0.0
Asus,ZENBOOK CLASSIC CORE I5 10TH GEN,79990,19.0,0.0,0.0,0.0,64.0,10.0,512.0,0.0,13.3,1.0,0,0,0,0,5.0
Dell,RYZEN 7 OCTA CORE AMD R7,101990,21.0,0.0,16.0,0.0,0.0,other,0.0,0.0,15.0,1.0,0,0,0,0,0.0
Asus,TUF GAMING A15 WITH 90WHR BATTERY RYZEN 9 OCTA CORE AMD R9,99990,16.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,9,0,0.0
Lenovo,IDEAPAD FLEX 5 RYZEN 5 HEXA CORE 5500U,61590,35.0,0.0,0.0,16.0,64.0,11.0,512.0,0.0,14.0,1.0,1,0,0,5,0.0
Hp,RYZEN 5 QUAD CORE,40264,23.65,8.0,0.0,0.0,64.0,10.0,0.0,1024.0,14.0,1.0,0,5,0,0,0.0
Apple,2022 MACBOOK AIR M2,137990,7.0,0.0,0.0,0.0,0.0,other,512.0,0.0,13.6,1.0,0,0,0,0,0.0
Apple,MACBOOK AIR M1,109990,23.65,8.0,0.0,0.0,0.0,other,512.0,0.0,13.3,1.0,0,0,0,0,0.0
Asus,ROG STRIX G15,174990,26.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Asus,ROG STRIX SCAR 17 SE,479990,23.65,0.0,32.0,0.0,64.0,11.0,4096.0,0.0,17.3,1.0,0,0,0,0,9.0
Dell,VOSTRO CORE I3 10TH GEN,45060,17.0,8.0,0.0,0.0,64.0,10.0,0.0,1024.0,14.0,1.0,0,0,0,0,3.0
Infinix,X1 SLIM SERIES CORE I5 10TH GEN,44990,25.0,0.0,0.0,8.0,64.0,11.0,512.0,0.0,14.0,1.0,0,0,0,0,5.0
Apple,2023 MACBOOK PRO M2 PRO,249900,23.65,0.0,0.0,0.0,0.0,other,1024.0,0.0,14.0,1.0,0,0,0,0,0.0
Asus,ROG STRIX SCAR 15 CORE I9 12TH GEN,281990,22.0,0.0,32.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,0,0,9.0
Apple,2021 MACBOOK PRO M1 PRO,226990,5.0,0.0,0.0,0.0,0.0,other,1024.0,0.0,14.2,1.0,0,0,0,0,0.0
Asus,CORE I5 11TH GEN,45990,30.0,8.0,0.0,0.0,0.0,10.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,ROG STRIX G15,177990,25.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,9,0,0.0
Gigabyte,G5 MD CORE I5 11TH GEN,76990,41.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,2.0,0,0,0,0,5.0
Apple,2023 MACBOOK PRO M2 PRO,249900,23.65,0.0,0.0,0.0,0.0,other,512.0,0.0,16.0,1.0,0,0,0,0,0.0
Dell,RYZEN 3 DUAL CORE 3250U,38490,28.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,0.0
Apple,2022 MACBOOK AIR M2,139000,23.65,0.0,0.0,0.0,0.0,other,256.0,0.0,13.6,1.0,0,0,0,0,0.0
Lenovo,CORE I3 11TH GEN,40699,26.0,8.0,0.0,0.0,0.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,3.0
Lenovo,IDEAPAD GAMING 3 CORE I5 11TH GEN,58900,36.0,8.0,0.0,0.0,64.0,10.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Asus,RYZEN 7 QUAD CORE 10TH GEN,115736,35.0,16.0,0.0,0.0,0.0,11.0,1024.0,0.0,15.6,1.0,0,7,0,0,0.0
Dell,INSPIRON CORE I7 11TH GEN,89890,26.0,16.0,0.0,0.0,64.0,10.0,512.0,0.0,14.0,1.0,0,0,0,0,7.0
Msi,RYZEN 7 OCTA CORE 5700U,52990,32.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,7,0,0.0
Lenovo,IDEAPAD 3 DUAL CORE 3020E,27990,27.0,4.0,0.0,0.0,64.0,11.0,256.0,0.0,14.0,1.0,0,0,0,0,0.0
Msi,RAIDER GE66 CORE I7 12TH GEN,259990,7.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,2.0,0,0,0,0,7.0
Asus,ROG STRIX G15,137990,29.0,0.0,16.0,0.0,64.0,11.0,1024.0,0.0,15.6,1.0,0,0,7,0,0.0
Hp,CORE I5 11TH GEN,75990,13.0,16.0,0.0,0.0,0.0,11.0,512.0,0.0,16.1,1.0,0,0,0,0,5.0
Acer,ASPIRE VERO,54990,31.0,16.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
Avita,SATUS S111 CELERON DUAL CORE,16990,43.0,4.0,0.0,0.0,64.0,11.0,128.0,0.0,14.1,1.0,0,0,0,0,
Asus,RYZEN 7 DUAL CORE 7TH GEN,81990,21.0,16.0,0.0,0.0,0.0,11.0,512.0,512.0,15.6,1.0,0,0,0,0,0.0
Lenovo,IDEAPAD FLEX 5 RYZEN 5 HEXA CORE 5500U,61990,26.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,14.0,1.0,1,0,0,5,0.0
Lenovo,RYZEN 3 DUAL CORE 3250U,31490,14.0,4.0,0.0,0.0,64.0,10.0,0.0,1024.0,15.6,1.0,0,0,0,0,0.0
Msi,CREATORPRO M16 CORE I7 12TH GEN,109990,24.0,16.0,0.0,0.0,64.0,11.0,1024.0,0.0,16.0,2.0,0,0,0,0,7.0
Lenovo,THINKBOOK CORE I7 11TH GEN,140131,23.65,16.0,0.0,0.0,64.0,10.0,512.0,0.0,15.0,1.0,0,0,0,0,7.0
Hp,VICTUS CORE I5 12TH GEN,77990,16.0,8.0,0.0,0.0,64.0,11.0,512.0,0.0,15.6,1.0,0,0,0,0,5.0
